,index,price,year,manufacturer,model,nummodel,cylinders,numcylinders,odometer,title_status,numtitle_status,transmission,numtransmission,drive,numdrive,size,numsize,type,numtype,paint_color,numpaint_color,state,numstate
14749,14749,3495,2001,honda,civic,342,4 cylinders,0,89649.0,clean,0,manual,1,fwd,1,mid-size,2,coupe,2,blue,1,nj,31
14750,14750,7250,2009,toyota,yaris,2219,4 cylinders,0,50000.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,green,4,nj,31
14751,14751,4000,2006,toyota,highlander,1350,4 cylinders,0,192000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,nj,31
14752,14752,2800,2004,honda,cr-v,480,4 cylinders,0,162000.0,salvage,5,automatic,0,4wd,0,full-size,1,SUV,0,brown,2,nj,31
14753,14753,24750,2019,honda,civic si sedan,391,4 cylinders,0,10860.0,clean,0,manual,1,fwd,1,full-size,1,sedan,6,blue,1,nj,31
14754,14754,4500,2005,toyota,sequoia sr5,1765,8 cylinders,2,183000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,nj,31
14755,14755,3200,2003,honda,accord,63,4 cylinders,0,156000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,nj,31
14756,14756,8900,2007,chevrolet,silverado 1500 z71,1815,8 cylinders,2,206373.0,clean,0,automatic,0,4wd,0,full-size,1,mini-van,4,blue,1,nj,31
14757,14757,9000,2001,ford,excursion,822,8 cylinders,2,182000.0,salvage,5,automatic,0,rwd,2,full-size,1,SUV,0,white,10,nj,31
14758,14758,5300,2008,honda,civic,342,4 cylinders,0,118236.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,red,8,nj,31
14759,14759,3200,2001,toyota,camry,262,4 cylinders,0,210000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,nj,31
14760,14760,4000,2003,ford,f250 lariat,1126,8 cylinders,2,157500.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,grey,5,nj,31
14761,14761,18800,2015,toyota,highlander limited pla,1370,6 cylinders,1,16500.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,nj,31
14762,14762,5975,2009,toyota,corolla - le,434,4 cylinders,0,145000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,nj,31
14763,14763,6575,2010,toyota,prius,1604,4 cylinders,0,130000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,nj,31
14764,14764,8275,2017,honda,fit - lx hatchback 4d,1197,4 cylinders,0,105000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,red,8,nj,31
14765,14765,6775,2014,toyota,camry - se,263,4 cylinders,0,190000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,nj,31
14766,14766,5000,2006,honda,accord,63,4 cylinders,0,179514.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,nj,31
14767,14767,6500,2003,chevrolet,tahoe ls 4x4,1998,8 cylinders,2,88000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,nj,31
14768,14768,3250,2006,toyota,prius,1604,4 cylinders,0,251000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,blue,1,nj,31
14769,14769,2000,2011,toyota,camry,262,4 cylinders,0,179000.0,missing,2,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,nj,31
14770,14770,1950,2002,ford,f350,1150,8 cylinders,2,159000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,green,4,nj,31
14771,14771,13700,2017,honda,civic lx,372,4 cylinders,0,81000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,nj,31
14772,14772,12900,2016,chevrolet,traverse,2127,6 cylinders,1,41700.0,rebuilt,4,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14773,14773,8000,2011,toyota,corolla,433,4 cylinders,0,80000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,nj,31
14774,14774,6400,2009,honda,accord ex-l,96,6 cylinders,1,215000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,nj,31
14775,14775,7700,2009,honda,pilot ex-l,1579,6 cylinders,1,167000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,nj,31
14776,14776,6500,2005,chevrolet,silverado,1797,8 cylinders,2,180000.0,clean,0,automatic,0,fwd,1,full-size,1,pickup,5,black,0,nj,31
14777,14777,3500,2007,chevrolet,impala,1403,6 cylinders,1,87000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,nj,31
14778,14778,8495,2010,honda,civic ex,354,4 cylinders,0,81837.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,nj,31
14779,14779,2400,2003,chevrolet,malibu ls,1458,6 cylinders,1,101000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,nj,31
14780,14780,5000,2004,ford,expedition,833,8 cylinders,2,132000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,nj,31
14781,14781,4999,2007,honda,accord ex,82,4 cylinders,0,150000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,nj,31
14782,14782,14500,2004,ford,f-350,1022,8 cylinders,2,88200.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,red,8,nj,31
14783,14783,2999,2002,toyota,avalon,182,6 cylinders,1,179000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,nj,31
14784,14784,21500,2016,toyota,avalon xle,194,6 cylinders,1,37000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,nj,31
14785,14785,3900,2004,honda,crv ex,575,6 cylinders,1,197000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,nj,31
14786,14786,4900,2004,honda,accord,63,4 cylinders,0,108960.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,nj,31
14787,14787,3500,2004,honda,accord,63,4 cylinders,0,154334.0,clean,0,manual,1,fwd,1,compact,0,sedan,6,custom,3,nj,31
14788,14788,4500,2008,toyota,sienna ce,1776,4 cylinders,0,200000.0,clean,0,automatic,0,rwd,2,full-size,1,mini-van,4,white,10,nj,31
14789,14789,7000,2008,ford,edge sel,713,6 cylinders,1,104000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,brown,2,nj,31
14790,14790,5000,2007,toyota,highlander,1350,6 cylinders,1,173800.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,yellow,11,nj,31
14791,14791,3400,2001,honda,accord,63,4 cylinders,0,164000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,yellow,11,nj,31
14792,14792,3950,2010,chevrolet,cobalt,406,4 cylinders,0,91472.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,black,0,nj,31
14793,14793,3950,2006,chevrolet,equinox,744,6 cylinders,1,95701.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,blue,1,nj,31
14794,14794,10900,2014,honda,civic,342,4 cylinders,0,51200.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,nj,31
14795,14795,12800,2012,chevrolet,camaro lt,245,6 cylinders,1,132000.0,clean,0,automatic,0,rwd,2,compact,0,coupe,2,black,0,nj,31
14796,14796,5800,2012,toyota,corolla,433,4 cylinders,0,128000.0,clean,0,automatic,0,4wd,0,compact,0,sedan,6,white,10,nj,31
14797,14797,4500,2008,toyota,camry le,276,4 cylinders,0,141000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,nj,31
14798,14798,9995,2011,honda,odyssey,1540,6 cylinders,1,93677.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,silver,9,nj,31
14799,14799,7495,2008,honda,accord,63,4 cylinders,0,87956.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,nj,31
14800,14800,7000,2011,chevrolet,tahoe police,2010,8 cylinders,2,188221.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,nj,31
14801,14801,3499,2001,honda,accord,63,4 cylinders,0,164000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,nj,31
14802,14802,2000,2002,honda,accord,63,6 cylinders,1,180000.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,red,8,nj,31
14803,14803,9500,2014,ford,explorer police interceptor,888,6 cylinders,1,157308.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,nj,31
14804,14804,3800,2002,ford,f-350,1022,8 cylinders,2,260000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,nj,31
14805,14805,2500,2003,ford,taurus,2017,6 cylinders,1,150200.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,nj,31
14806,14806,12500,2005,ford,super duty f-250,1930,8 cylinders,2,157997.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,blue,1,nj,31
14807,14807,10700,2007,chevrolet,express cargo van,934,8 cylinders,2,154631.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,nj,31
14808,14808,16300,2012,honda,odyssey,1540,6 cylinders,1,59000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,white,10,nj,31
14809,14809,8499,2011,honda,accord,63,4 cylinders,0,100000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,nj,31
14810,14810,2500,2005,ford,explorer xlt,899,8 cylinders,2,161000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,custom,3,nj,31
14811,14811,18500,2004,chevrolet,corvette,468,8 cylinders,2,55000.0,clean,0,manual,1,rwd,2,compact,0,convertible,1,blue,1,nj,31
14812,14812,3950,2010,chevrolet,cobalt,406,4 cylinders,0,91472.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,black,0,nj,31
14813,14813,5000,2008,toyota,sienna le,1777,6 cylinders,1,173000.0,rebuilt,4,automatic,0,fwd,1,mid-size,2,mini-van,4,blue,1,nj,31
14814,14814,11000,2014,toyota,corolla,433,4 cylinders,0,95000.0,clean,0,manual,1,4wd,0,mid-size,2,sedan,6,blue,1,nj,31
14815,14815,6995,2010,honda,civic,342,4 cylinders,0,101942.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,nj,31
14816,14816,9995,2011,toyota,camry le,276,4 cylinders,0,87765.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,nj,31
14817,14817,5000,2008,honda,accord ex-l,96,6 cylinders,1,173000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,nj,31
14818,14818,4200,2003,honda,cr-v- ex,516,4 cylinders,0,199000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,red,8,nj,31
14819,14819,4500,2004,toyota,highlander,1350,6 cylinders,1,199000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,nj,31
14820,14820,5000,2006,toyota,rav4,1684,4 cylinders,0,168000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,nj,31
14821,14821,1700,2002,honda,accord,63,6 cylinders,1,177000.0,clean,0,automatic,0,rwd,2,mid-size,2,sedan,6,silver,9,nj,31
14822,14822,7500,2010,chevrolet,traverse,2127,6 cylinders,1,115000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14823,14823,7500,2015,honda,civic,342,4 cylinders,0,143000.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,black,0,nj,31
14824,14824,8400,2008,honda,pilot exl,1585,6 cylinders,1,132000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,nj,31
14825,14825,3500,2003,ford,explorer sport trac,892,6 cylinders,1,200000.0,clean,0,automatic,0,4wd,0,mid-size,2,pickup,5,silver,9,nj,31
14826,14826,4150,2001,toyota,highlander,1350,6 cylinders,1,167515.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,silver,9,nj,31
14827,14827,18900,2018,toyota,prius prime,1637,4 cylinders,0,2700.0,rebuilt,4,automatic,0,fwd,1,compact,0,hatchback,3,white,10,nj,31
14828,14828,7999,2011,honda,cr-v,480,4 cylinders,0,125163.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,nj,31
14829,14829,12500,2017,ford,escape se,787,4 cylinders,0,111577.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14830,14830,8995,2010,honda,odyssey,1540,6 cylinders,1,92119.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,silver,9,nj,31
14831,14831,6999,2003,toyota,4runner,36,8 cylinders,2,130450.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14832,14832,9995,2014,ford,escape,768,4 cylinders,0,103658.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,red,8,nj,31
14833,14833,6995,2009,honda,accord,63,4 cylinders,0,138508.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,blue,1,nj,31
14834,14834,4995,2007,ford,edge,700,6 cylinders,1,140000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,nj,31
14835,14835,7995,2011,chevrolet,equinox,744,4 cylinders,0,130400.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14836,14836,10830,2011,chevrolet,traverse,2127,6 cylinders,1,77589.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,nj,31
14837,14837,7888,2011,chevrolet,tahoe police,2010,8 cylinders,2,188221.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,nj,31
14838,14838,28900,2018,ford,transit,2077,6 cylinders,1,70600.0,clean,0,other,2,rwd,2,mid-size,2,van,7,white,10,nj,31
14839,14839,20975,2017,chevrolet,express,911,6 cylinders,1,138700.0,clean,0,automatic,0,rwd,2,mid-size,2,van,7,white,10,nj,31
14840,14840,8699,2011,ford,escape,768,6 cylinders,1,93492.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,nj,31
14841,14841,6500,2006,toyota,rav4,1684,4 cylinders,0,121216.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,nj,31
14842,14842,9700,2012,toyota,highlander,1350,6 cylinders,1,210000.0,salvage,5,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,nj,31
14843,14843,12950,2014,honda,accord lx,117,4 cylinders,0,57850.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,nj,31
14844,14844,2600,2003,honda,accord,63,4 cylinders,0,176000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,grey,5,nj,31
14845,14845,7500,2008,ford,e250 econoline,646,8 cylinders,2,224650.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,nj,31
14846,14846,3600,2002,toyota,camry,262,4 cylinders,0,178161.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,nj,31
14847,14847,20490,2018,honda,accord touring sedan 4d,152,4 cylinders,0,11216.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,red,8,nj,31
14848,14848,1500,2003,chevrolet,trailblazer ls 4x4,2067,6 cylinders,1,243000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14849,14849,7300,2010,chevrolet,express 2500 cargo van,917,8 cylinders,2,153000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,nj,31
14850,14850,6800,2010,honda,civic,342,4 cylinders,0,73000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,nj,31
14851,14851,5100,2004,honda,accord ex,82,4 cylinders,0,93000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,custom,3,nj,31
14852,14852,3950,2006,chevrolet,equinox,744,6 cylinders,1,95701.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,blue,1,nj,31
14853,14853,5999,2011,honda,civic,342,4 cylinders,0,133000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,nj,31
14854,14854,2800,2007,ford,crown victoria interceptor,529,6 cylinders,1,96000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,nj,31
14855,14855,15900,2004,chevrolet,silverado 3500,1832,8 cylinders,2,178000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,black,0,nj,31
14856,14856,22000,2015,chevrolet,suburban,1897,8 cylinders,2,221478.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14857,14857,4000,2007,ford,focus,1237,4 cylinders,0,72000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,custom,3,nj,31
14858,14858,12900,2008,ford,super duty f-250 srw,1931,8 cylinders,2,141701.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,blue,1,nj,31
14859,14859,2900,2002,honda,accord,63,6 cylinders,1,159000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,custom,3,nj,31
14860,14860,2000,2010,toyota,tacoma,1947,6 cylinders,1,120000.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,white,10,nj,31
14861,14861,2500,2007,ford,focus,1237,4 cylinders,0,169756.0,clean,0,manual,1,fwd,1,full-size,1,sedan,6,black,0,nj,31
14862,14862,2100,2002,honda,civic,342,4 cylinders,0,159332.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,nj,31
14863,14863,8200,2011,toyota,rav4,1684,4 cylinders,0,127500.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,nj,31
14864,14864,2700,2009,ford,crown victoria police,532,8 cylinders,2,107000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,nj,31
14865,14865,6500,2010,honda,pilot,1567,6 cylinders,1,174000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,nj,31
14866,14866,7495,2014,chevrolet,impala limited,1407,6 cylinders,1,135796.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,nj,31
14867,14867,6495,2008,honda,fit,1196,4 cylinders,0,99564.0,clean,0,manual,1,fwd,1,compact,0,sedan,6,silver,9,nj,31
14868,14868,8300,2011,honda,civic lx,372,4 cylinders,0,75000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,brown,2,nj,31
14869,14869,6500,2008,honda,odyssey,1540,6 cylinders,1,136000.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,custom,3,nj,31
14870,14870,27600,2007,ford,shelby gt,1770,8 cylinders,2,19800.0,clean,0,manual,1,rwd,2,mid-size,2,mini-van,4,white,10,nj,31
14871,14871,12500,2004,ford,f350 super duty diesel,1164,8 cylinders,2,109000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,green,4,nj,31
14872,14872,5000,2006,toyota,highlander,1350,6 cylinders,1,147000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,red,8,nj,31
14873,14873,10500,2009,ford,f-150,951,8 cylinders,2,185322.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,nj,31
14874,14874,15500,2008,ford,f-150,951,8 cylinders,2,70577.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,black,0,nj,31
14875,14875,16995,2016,honda,accord lx,117,4 cylinders,0,58398.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,nj,31
14876,14876,4250,2003,chevrolet,impala,1403,6 cylinders,1,71250.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,nj,31
14877,14877,12495,2007,toyota,sequoia,1758,8 cylinders,2,106454.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,nj,31
14878,14878,6500,2008,honda,accord ex,82,6 cylinders,1,108160.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,nj,31
14879,14879,7888,2011,chevrolet,tahoe police,2010,8 cylinders,2,188221.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,blue,1,nj,31
14880,14880,6200,2007,honda,civic,342,4 cylinders,0,96250.0,clean,0,automatic,0,rwd,2,compact,0,sedan,6,silver,9,nj,31
14881,14881,2000,2010,chevrolet,impala,1403,6 cylinders,1,120000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,nj,31
14882,14882,6299,2005,ford,explorer,870,8 cylinders,2,120920.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,nj,31
14883,14883,15995,2016,chevrolet,malibu hybrid,1454,4 cylinders,0,54565.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,nj,31
14884,14884,15795,2017,ford,transit connect,2090,4 cylinders,0,83354.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,white,10,nj,31
14885,14885,15995,2019,ford,fusion hybrid,1305,4 cylinders,0,43979.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,nj,31
14886,14886,14995,2016,chevrolet,equinox,744,4 cylinders,0,41861.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,blue,1,nj,31
14887,14887,15495,2017,toyota,camry,262,4 cylinders,0,54163.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,nj,31
14888,14888,12995,2016,ford,c-max energi,225,4 cylinders,0,56265.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,blue,1,nj,31
14889,14889,16995,2018,chevrolet,malibu,1446,4 cylinders,0,18432.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,nj,31
14890,14890,7995,2012,chevrolet,cruze,542,4 cylinders,0,101984.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,white,10,nj,31
