,Country,first_seq,num_seqs,last_seq,variant
2646,Rwanda,2021-01-12,105,2021-10-21,S.A222
2647,Sri Lanka,2021-01-12,565,2021-11-18,S.A222
2648,Lesotho,2021-01-15,1,2021-01-15,S.A222
2649,Dominican Republic,2021-01-15,37,2021-10-12,S.A222
2650,Guadeloupe,2021-01-19,22,2021-09-13,S.A222
2651,Angola,2021-01-20,16,2021-07-16,S.A222
2652,Aruba,2021-01-20,288,2021-11-07,S.A222
2653,Curacao,2021-01-20,293,2021-11-07,S.A222
2654,Botswana,2021-01-20,7,2021-07-14,S.A222
2655,Monaco,2021-01-21,4,2021-08-23,S.A222
2656,Dominica,2021-01-22,2,2021-01-22,S.A222
2657,Bangladesh,2021-01-25,46,2021-10-21,S.A222
2658,Bolivia,2021-01-28,1,2021-01-28,S.A222
2659,Iran,2021-01-29,7,2021-05-03,S.A222
2660,Azerbaijan,2021-02-01,2,2021-02-01,S.A222
2661,Bonaire,2021-02-13,162,2021-11-09,S.A222
2662,Liechtenstein,2021-03-07,3,2021-10-06,S.A222
2663,Bosnia and Herzegovina,2021-03-07,8,2021-10-25,S.A222
2664,Liberia,2021-03-09,54,2021-07-10,S.A222
2665,Sudan,2021-03-10,1,2021-03-10,S.A222
2666,Namibia,2021-03-17,20,2021-06-17,S.A222
2667,Papua New Guinea,2021-03-31,236,2021-10-13,S.A222
2668,Mali,2021-04-04,1,2021-04-04,S.A222
2669,Bahrain,2021-04-05,689,2021-11-13,S.A222
2670,Nepal,2021-04-19,40,2021-09-22,S.A222
2671,Democratic Republic of the Congo,2021-04-20,1,2021-04-20,S.A222
2672,Malawi,2021-04-22,53,2021-09-22,S.A222
2673,Malta,2021-04-24,5,2021-07-10,S.A222
2674,Trinidad and Tobago,2021-04-27,1,2021-04-27,S.A222
2675,South Sudan,2021-04-27,1,2021-04-27,S.A222
2676,Georgia,2021-05-02,5,2021-10-15,S.A222
2677,Barbados,2021-05-04,3,2021-07-14,S.A222
2678,Burkina Faso,2021-05-09,1,2021-05-09,S.A222
2679,Ecuador,2021-05-11,15,2021-10-02,S.A222
2680,Afghanistan,2021-05-21,2,2021-05-24,S.A222
2681,Cambodia,2021-05-23,5,2021-08-30,S.A222
2682,Kuwait,2021-05-24,108,2021-09-26,S.A222
2683,Myanmar,2021-05-28,3,2021-08-12,S.A222
2684,Uganda,2021-06-06,1,2021-06-06,S.A222
2685,Togo,2021-06-14,2,2021-06-28,S.A222
2686,Albania,2021-06-16,2,2021-07-09,S.A222
2687,Benin,2021-06-20,5,2021-07-03,S.A222
2688,Gambia,2021-06-24,21,2021-08-05,S.A222
2689,Eswatini,2021-06-26,8,2021-07-08,S.A222
2690,Costa Rica,2021-06-27,40,2021-10-22,S.A222
2691,Maldives,2021-06-28,7,2021-09-18,S.A222
2692,Sint Maarten,2021-07-05,601,2021-10-28,S.A222
2693,Saudi Arabia,2021-07-05,4,2021-09-09,S.A222
2694,Sierra Leone,2021-07-06,3,2021-09-08,S.A222
2695,Andorra,2021-07-08,4,2021-09-11,S.A222
2696,Timor-Leste,2021-07-10,1,2021-07-10,S.A222
2697,Montenegro,2021-07-13,5,2021-09-06,S.A222
2698,Bahamas,2021-07-17,14,2021-08-08,S.A222
2699,Antigua and Barbuda,2021-07-18,1,2021-07-18,S.A222
2700,Brunei,2021-07-21,15,2021-08-17,S.A222
2701,Uzbekistan,2021-07-23,2,2021-07-23,S.A222
2702,Burundi,2021-07-28,18,2021-07-28,S.A222
2703,Ethiopia,2021-08-04,6,2021-08-11,S.A222
2704,Djibouti,2021-08-06,2,2021-09-16,S.A222
2705,Saint Barthélemy,2021-08-17,6,2021-11-02,S.A222
2706,Paraguay,2021-08-18,1,2021-08-18,S.A222
2707,Guyana,2021-09-06,11,2021-09-07,S.A222
2708,Seychelles,2021-09-16,2,2021-10-04,S.A222
2709,Puerto Rico,2021-09-30,3,2021-10-05,S.A222
2710,China,2019-10-22,4,2020-07-28,S.T572
2711,Iran,2020-03-10,5,2021-01-31,S.T572
2712,France,2020-03-11,261,2021-11-16,S.T572
2713,Netherlands,2020-03-16,222,2021-11-09,S.T572
2714,USA,2020-03-16,5929,2021-11-19,S.T572
2715,New Zealand,2020-03-23,1,2020-03-23,S.T572
2716,Australia,2020-03-23,73,2021-10-12,S.T572
2717,Canada,2020-03-24,135,2021-10-20,S.T572
2718,Malaysia,2020-03-25,27,2021-10-25,S.T572
2719,United Kingdom,2020-03-27,2242,2021-11-23,S.T572
2720,Spain,2020-03-28,716,2021-11-16,S.T572
2721,Luxembourg,2020-03-30,109,2021-10-22,S.T572
2722,Indonesia,2020-04-01,22,2021-11-04,S.T572
2723,Norway,2020-04-06,140,2021-10-24,S.T572
2724,Brazil,2020-04-07,259,2021-11-09,S.T572
2725,Panama,2020-04-15,5,2021-04-25,S.T572
2726,Japan,2020-04-21,114,2021-11-05,S.T572
2727,United Arab Emirates,2020-04-27,5,2020-12-29,S.T572
2728,India,2020-04-29,174,2021-10-29,S.T572
2729,Chile,2020-05-11,41,2021-11-09,S.T572
2730,Russia,2020-05-13,17,2021-10-23,S.T572
2731,Maldives,2020-05-19,475,2021-11-12,S.T572
2732,Mexico,2020-05-21,60,2021-11-08,S.T572
2733,Côte d'Ivoire,2020-05-30,2,2020-07-09,S.T572
2734,Germany,2020-06-16,1036,2021-11-18,S.T572
2735,Laos,2020-07-07,2,2020-07-10,S.T572
2736,Switzerland,2020-07-08,234,2021-11-20,S.T572
2737,South Africa,2020-07-15,1260,2021-11-21,S.T572
2738,Hong Kong,2020-07-19,1,2020-07-19,S.T572
2739,Denmark,2020-10-19,870,2021-11-20,S.T572
2740,Italy,2020-10-26,335,2021-11-10,S.T572
2741,Slovenia,2020-11-02,84,2021-10-18,S.T572
2742,Tunisia,2020-11-02,1,2020-11-02,S.T572
2743,Jordan,2020-11-02,1,2020-11-02,S.T572
2744,Argentina,2020-11-06,30,2021-10-12,S.T572
2745,Kenya,2020-11-11,6,2021-08-31,S.T572
2746,Lithuania,2020-12-02,47,2021-11-10,S.T572
2747,Romania,2020-12-10,16,2021-10-23,S.T572
2748,Singapore,2020-12-20,9,2021-11-18,S.T572
2749,Turkey,2020-12-21,64,2021-11-17,S.T572
2750,Colombia,2020-12-27,51,2021-09-27,S.T572
2751,Austria,2020-12-30,49,2021-10-20,S.T572
2752,Philippines,2021-01-09,27,2021-08-18,S.T572
2753,Egypt,2021-01-09,13,2021-10-23,S.T572
2754,Finland,2021-01-12,20,2021-08-17,S.T572
2755,Sweden,2021-01-12,3002,2021-11-20,S.T572
2756,Angola,2021-01-12,4,2021-04-03,S.T572
2757,Israel,2021-01-13,83,2021-11-18,S.T572
2758,Portugal,2021-01-14,40,2021-11-09,S.T572
2759,Poland,2021-01-15,91,2021-11-13,S.T572
2760,Belgium,2021-01-19,278,2021-11-18,S.T572
2761,Burkina Faso,2021-01-21,1,2021-01-21,S.T572
2762,Malawi,2021-01-25,4,2021-09-09,S.T572
2763,Lebanon,2021-01-26,6,2021-04-22,S.T572
2764,Nigeria,2021-01-27,4,2021-08-30,S.T572
2765,Ireland,2021-01-27,85,2021-11-20,S.T572
2766,Latvia,2021-01-29,7,2021-04-26,S.T572
2767,Czech Republic,2021-02-03,45,2021-10-22,S.T572
2768,Qatar,2021-02-11,21,2021-09-02,S.T572
2769,Sri Lanka,2021-02-12,368,2021-11-21,S.T572
2770,Paraguay,2021-02-15,1,2021-02-15,S.T572
2771,Slovakia,2021-02-23,27,2021-10-14,S.T572
2772,Peru,2021-03-02,80,2021-10-17,S.T572
2773,Croatia,2021-03-03,47,2021-11-10,S.T572
2774,Greece,2021-03-03,20,2021-10-31,S.T572
2775,Bulgaria,2021-03-14,123,2021-10-05,S.T572
2776,Estonia,2021-03-16,5,2021-06-03,S.T572
2777,Central African Republic,2021-03-16,1,2021-03-16,S.T572
2778,Ethiopia,2021-04-01,29,2021-08-11,S.T572
2779,Kazakhstan,2021-04-15,4,2021-04-26,S.T572
2780,Costa Rica,2021-05-05,2,2021-06-29,S.T572
2781,Kosovo,2021-05-07,1,2021-05-07,S.T572
2782,Oman,2021-05-18,1,2021-05-18,S.T572
2783,Liberia,2021-05-20,1,2021-05-20,S.T572
2784,Monaco,2021-05-21,22,2021-06-28,S.T572
2785,Thailand,2021-06-02,8,2021-09-30,S.T572
2786,Bosnia and Herzegovina,2021-06-04,3,2021-10-25,S.T572
2787,Ecuador,2021-06-08,149,2021-11-17,S.T572
2788,Bangladesh,2021-06-10,13,2021-09-20,S.T572
2789,Algeria,2021-06-14,1,2021-06-14,S.T572
2790,Mauritius,2021-06-24,9,2021-07-01,S.T572
2791,Uganda,2021-06-24,1,2021-06-24,S.T572
2792,Eswatini,2021-06-27,3,2021-07-08,S.T572
2793,Bahrain,2021-07-01,25,2021-11-10,S.T572
2794,Rwanda,2021-07-07,2,2021-07-21,S.T572
2795,Aruba,2021-07-18,6,2021-08-27,S.T572
2796,Ghana,2021-08-15,1,2021-08-15,S.T572
2797,Kuwait,2021-08-20,5,2021-09-26,S.T572
2798,Suriname,2021-08-27,1,2021-08-27,S.T572
2799,South Korea,2021-09-11,5,2021-10-20,S.T572
2800,Bonaire,2021-10-03,1,2021-10-03,S.T572
2801,China,2019-10-22,2,2020-06-03,S.Q677H.Yellowhammer
2802,Iceland,2020-08-03,1,2020-08-03,S.Q677H.Yellowhammer
2803,USA,2020-10-03,716,2021-05-06,S.Q677H.Yellowhammer
2804,Germany,2020-10-04,1,2020-10-04,S.Q677H.Yellowhammer
2805,Denmark,2020-12-14,2,2020-12-14,S.Q677H.Yellowhammer
2806,Mexico,2020-12-25,1,2020-12-25,S.Q677H.Yellowhammer
2807,Japan,2021-01-10,1,2021-01-10,S.Q677H.Yellowhammer
2808,Netherlands,2021-01-13,1,2021-01-13,S.Q677H.Yellowhammer
2809,Canada,2021-02-04,4,2021-05-10,S.Q677H.Yellowhammer
2810,India,2021-02-13,2,2021-02-19,S.Q677H.Yellowhammer
2811,Spain,2021-03-01,1,2021-03-01,S.Q677H.Yellowhammer
2812,France,2021-03-16,2,2021-05-26,S.Q677H.Yellowhammer
2813,Switzerland,2021-04-17,8,2021-05-17,S.Q677H.Yellowhammer
2814,Belize,2021-04-29,1,2021-04-29,S.Q677H.Yellowhammer
2815,Brazil,2021-08-01,1,2021-08-01,S.Q677H.Yellowhammer
2816,USA,2020-08-11,61692,2021-10-15,21C.Epsilon
2817,Mexico,2020-09-17,491,2021-07-28,21C.Epsilon
2818,Germany,2020-10-28,10,2021-06-08,21C.Epsilon
2819,New Zealand,2020-12-03,4,2020-12-28,21C.Epsilon
2820,Canada,2020-12-05,722,2021-07-16,21C.Epsilon
2821,Australia,2020-12-08,22,2021-04-12,21C.Epsilon
2822,United Kingdom,2020-12-10,24,2021-05-10,21C.Epsilon
2823,Norway,2020-12-16,4,2021-04-12,21C.Epsilon
2824,South Korea,2020-12-17,114,2021-06-24,21C.Epsilon
2825,Japan,2020-12-19,19,2021-04-16,21C.Epsilon
2826,Singapore,2020-12-24,4,2021-03-27,21C.Epsilon
2827,Costa Rica,2020-12-25,12,2021-06-29,21C.Epsilon
2828,Chile,2020-12-27,37,2021-08-03,21C.Epsilon
2829,Israel,2020-12-28,10,2021-02-25,21C.Epsilon
2830,United Arab Emirates,2020-12-29,1,2020-12-29,21C.Epsilon
2831,Taiwan,2021-01-01,8,2021-01-31,21C.Epsilon
2832,Denmark,2021-01-04,37,2021-03-22,21C.Epsilon
2833,Argentina,2021-01-04,40,2021-06-24,21C.Epsilon
2834,Guatemala,2021-01-08,16,2021-07-09,21C.Epsilon
2835,Colombia,2021-01-08,3,2021-04-04,21C.Epsilon
2836,Italy,2021-01-12,2,2021-02-11,21C.Epsilon
2837,Aruba,2021-01-13,57,2021-04-24,21C.Epsilon
2838,Kenya,2021-01-15,1,2021-01-15,21C.Epsilon
2839,Belgium,2021-01-18,1,2021-01-18,21C.Epsilon
2840,Sweden,2021-01-18,2,2021-01-28,21C.Epsilon
2841,Guadeloupe,2021-01-20,3,2021-01-30,21C.Epsilon
2842,Cambodia,2021-01-20,2,2021-01-20,21C.Epsilon
2843,Finland,2021-01-20,2,2021-02-06,21C.Epsilon
2844,France,2021-01-26,8,2021-02-25,21C.Epsilon
2845,Dominican Republic,2021-01-26,1,2021-01-26,21C.Epsilon
2846,Switzerland,2021-01-26,3,2021-02-05,21C.Epsilon
2847,North Macedonia,2021-01-26,1,2021-01-26,21C.Epsilon
2848,Spain,2021-01-29,6,2021-06-03,21C.Epsilon
2849,Peru,2021-02-03,3,2021-03-03,21C.Epsilon
2850,Luxembourg,2021-02-04,1,2021-02-04,21C.Epsilon
2851,Cameroon,2021-02-05,3,2021-02-05,21C.Epsilon
2852,Turkey,2021-02-11,2,2021-02-11,21C.Epsilon
2853,Belize,2021-02-12,3,2021-03-15,21C.Epsilon
2854,Sint Maarten,2021-02-16,1,2021-02-16,21C.Epsilon
2855,India,2021-03-02,1,2021-03-02,21C.Epsilon
2856,Netherlands,2021-03-03,5,2021-08-31,21C.Epsilon
2857,Panama,2021-03-19,2,2021-04-03,21C.Epsilon
2858,Curacao,2021-03-19,1,2021-03-19,21C.Epsilon
2859,Bahamas,2021-03-24,1,2021-03-24,21C.Epsilon
2860,Ireland,2021-03-26,7,2021-04-28,21C.Epsilon
2861,Barbados,2021-04-12,1,2021-04-12,21C.Epsilon
2862,Antigua and Barbuda,2021-04-24,1,2021-04-24,21C.Epsilon
2863,El Salvador,2021-04-29,35,2021-07-23,21C.Epsilon
2864,USA,2020-10-17,730348,2021-11-02,21A.21B
2865,India,2020-10-23,34964,2021-10-08,21A.21B
2866,Spain,2020-11-03,23433,2021-10-27,21A.21B
2867,United Kingdom,2020-11-04,685545,2021-11-03,21A.21B
2868,Slovenia,2020-11-13,11285,2021-10-17,21A.21B
2869,Sweden,2020-11-19,29409,2021-10-28,21A.21B
2870,Burkina Faso,2020-12-03,19,2021-04-21,21A.21B
2871,Rwanda,2020-12-21,234,2021-09-01,21A.21B
2872,Switzerland,2020-12-30,31004,2021-10-31,21A.21B
2873,Israel,2021-01-02,5812,2021-10-17,21A.21B
2874,Nigeria,2021-01-03,1553,2021-10-11,21A.21B
2875,Oman,2021-01-06,75,2021-09-05,21A.21B
2876,Belize,2021-01-07,91,2021-08-10,21A.21B
2877,Indonesia,2021-01-07,4542,2021-10-20,21A.21B
2878,Italy,2021-01-07,22910,2021-11-03,21A.21B
2879,Timor-Leste,2021-01-08,32,2021-08-08,21A.21B
2880,Poland,2021-01-09,7347,2021-10-28,21A.21B
2881,Slovakia,2021-01-09,4945,2021-10-21,21A.21B
2882,Thailand,2021-01-09,2811,2021-10-21,21A.21B
2883,Chile,2021-01-10,3387,2021-10-30,21A.21B
2884,Angola,2021-01-12,60,2021-08-12,21A.21B
2885,France,2021-01-16,49632,2021-10-27,21A.21B
2886,Germany,2021-01-16,97143,2021-11-03,21A.21B
2887,Austria,2021-01-17,4708,2021-11-01,21A.21B
2888,Colombia,2021-01-19,660,2021-10-16,21A.21B
2889,South Africa,2021-01-19,8641,2021-10-19,21A.21B
2890,Mexico,2021-01-21,14854,2021-10-24,21A.21B
2891,Canada,2021-01-26,44355,2021-10-18,21A.21B
2892,Czech Republic,2021-01-28,6239,2021-11-01,21A.21B
2893,Singapore,2021-02-06,6887,2021-10-31,21A.21B
2894,Australia,2021-02-07,18934,2021-10-31,21A.21B
2895,Kenya,2021-02-08,1042,2021-10-17,21A.21B
2896,Malaysia,2021-02-09,2883,2021-10-27,21A.21B
2897,Ethiopia,2021-02-11,184,2021-08-16,21A.21B
2898,Sri Lanka,2021-02-12,896,2021-10-28,21A.21B
2899,Monaco,2021-02-22,70,2021-09-14,21A.21B
2900,Ireland,2021-02-26,18315,2021-10-21,21A.21B
2901,Netherlands,2021-03-07,24683,2021-10-26,21A.21B
2902,Denmark,2021-03-08,70904,2021-10-31,21A.21B
2903,Turkey,2021-03-09,45303,2021-10-21,21A.21B
2904,Liberia,2021-03-09,56,2021-07-10,21A.21B
2905,New Zealand,2021-03-09,2486,2021-10-31,21A.21B
2906,Guadeloupe,2021-03-10,293,2021-10-19,21A.21B
2907,Senegal,2021-03-11,42,2021-09-01,21A.21B
2908,Malawi,2021-03-17,166,2021-08-05,21A.21B
2909,Finland,2021-03-18,7530,2021-10-06,21A.21B
2910,Sint Maarten,2021-03-19,1187,2021-10-15,21A.21B
2911,Greece,2021-03-23,2019,2021-10-04,21A.21B
2912,Hong Kong,2021-03-25,354,2021-10-28,21A.21B
2913,Belgium,2021-03-25,25524,2021-11-02,21A.21B
2914,Russia,2021-03-26,3520,2021-10-18,21A.21B
2915,Uganda,2021-03-26,236,2021-08-12,21A.21B
2916,South Korea,2021-03-26,5386,2021-09-28,21A.21B
2917,Romania,2021-03-28,3824,2021-10-25,21A.21B
2918,Japan,2021-03-28,68222,2021-10-23,21A.21B
2919,Ghana,2021-03-30,440,2021-09-14,21A.21B
2920,Luxembourg,2021-04-01,4004,2021-10-13,21A.21B
2921,Portugal,2021-04-05,10313,2021-10-19,21A.21B
2922,Bulgaria,2021-04-05,3049,2021-09-21,21A.21B
2923,Cambodia,2021-04-05,590,2021-10-30,21A.21B
2924,Bahrain,2021-04-05,1512,2021-10-31,21A.21B
2925,Jordan,2021-04-06,184,2021-10-30,21A.21B
2926,Aruba,2021-04-10,1590,2021-10-14,21A.21B
2927,Pakistan,2021-04-12,537,2021-10-24,21A.21B
2928,Togo,2021-04-12,123,2021-07-31,21A.21B
2929,Norway,2021-04-13,10637,2021-11-01,21A.21B
2930,Saudi Arabia,2021-04-14,1,2021-04-14,21A.21B
2931,Fiji,2021-04-14,468,2021-07-09,21A.21B
2932,Philippines,2021-04-15,2967,2021-08-31,21A.21B
2933,Qatar,2021-04-17,680,2021-09-24,21A.21B
2934,Democratic Republic of the Congo,2021-04-20,37,2021-07-12,21A.21B
2935,Seychelles,2021-04-20,386,2021-09-30,21A.21B
2936,China,2021-04-21,90,2021-07-20,21A.21B
2937,Vietnam,2021-04-21,730,2021-10-25,21A.21B
2938,Morocco,2021-04-22,108,2021-10-15,21A.21B
2939,Maldives,2021-04-23,420,2021-10-23,21A.21B
2940,Curacao,2021-04-23,436,2021-10-24,21A.21B
2941,Botswana,2021-04-24,681,2021-10-20,21A.21B
2942,Argentina,2021-04-24,340,2021-10-12,21A.21B
2943,Barbados,2021-04-25,20,2021-07-25,21A.21B
2944,Croatia,2021-04-25,3111,2021-09-21,21A.21B
2945,Iran,2021-04-26,12,2021-09-03,21A.21B
2946,Brazil,2021-04-26,13360,2021-10-23,21A.21B
2947,Namibia,2021-04-26,51,2021-07-13,21A.21B
2948,Afghanistan,2021-04-26,17,2021-05-24,21A.21B
2949,South Sudan,2021-04-27,28,2021-07-24,21A.21B
2950,Bangladesh,2021-04-27,1129,2021-10-02,21A.21B
2951,Iraq,2021-04-27,13,2021-07-28,21A.21B
2952,Panama,2021-04-29,1,2021-04-29,21A.21B
2953,Nepal,2021-04-30,99,2021-09-22,21A.21B
2954,Kosovo,2021-04-30,636,2021-10-01,21A.21B
2955,Zambia,2021-05-02,326,2021-09-02,21A.21B
2956,Taiwan,2021-05-03,14,2021-08-31,21A.21B
2957,Mozambique,2021-05-04,295,2021-08-07,21A.21B
2958,Latvia,2021-05-05,73,2021-07-07,21A.21B
2959,Sierra Leone,2021-05-07,19,2021-09-08,21A.21B
2960,Mauritius,2021-05-08,22,2021-09-23,21A.21B
2961,Algeria,2021-05-10,23,2021-09-01,21A.21B
2962,Georgia,2021-05-11,272,2021-10-24,21A.21B
2963,Peru,2021-05-12,1931,2021-10-15,21A.21B
2964,Guinea,2021-05-17,5,2021-07-16,21A.21B
2965,Iceland,2021-05-18,3559,2021-08-27,21A.21B
2966,Malta,2021-05-19,48,2021-07-10,21A.21B
2967,Gambia,2021-05-19,181,2021-08-16,21A.21B
2968,Kuwait,2021-05-24,147,2021-10-18,21A.21B
2969,Lithuania,2021-05-26,7461,2021-10-23,21A.21B
2970,Myanmar,2021-05-26,19,2021-08-25,21A.21B
2971,Benin,2021-05-27,46,2021-07-23,21A.21B
2972,Burundi,2021-05-27,57,2021-07-28,21A.21B
2973,Bosnia and Herzegovina,2021-06-08,133,2021-10-13,21A.21B
2974,Estonia,2021-06-10,2185,2021-10-06,21A.21B
2975,United Arab Emirates,2021-06-12,22,2021-06-23,21A.21B
2976,Costa Rica,2021-06-13,538,2021-10-18,21A.21B
2977,Guatemala,2021-06-15,266,2021-10-08,21A.21B
2978,Albania,2021-06-16,12,2021-07-29,21A.21B
2979,Ukraine,2021-06-17,137,2021-09-21,21A.21B
2980,Armenia,2021-06-17,37,2021-08-05,21A.21B
2981,Moldova,2021-06-17,11,2021-07-06,21A.21B
2982,Liechtenstein,2021-06-18,36,2021-10-25,21A.21B
2983,Montenegro,2021-06-18,164,2021-09-07,21A.21B
2984,Ecuador,2021-06-22,192,2021-10-04,21A.21B
2985,Zimbabwe,2021-06-23,96,2021-07-26,21A.21B
2986,Eswatini,2021-06-23,59,2021-07-26,21A.21B
2987,Uzbekistan,2021-06-25,47,2021-07-23,21A.21B
2988,Lebanon,2021-06-25,48,2021-07-15,21A.21B
2989,Republic of the Congo,2021-06-26,59,2021-09-29,21A.21B
2990,Serbia,2021-06-26,32,2021-10-05,21A.21B
2991,North Macedonia,2021-07-01,35,2021-07-31,21A.21B
2992,Antigua and Barbuda,2021-07-02,36,2021-08-14,21A.21B
2993,Paraguay,2021-07-04,85,2021-08-29,21A.21B
2994,Venezuela,2021-07-07,1,2021-07-07,21A.21B
2995,Papua New Guinea,2021-07-07,171,2021-09-12,21A.21B
2996,Bonaire,2021-07-08,415,2021-10-26,21A.21B
2997,Andorra,2021-07-08,21,2021-09-22,21A.21B
2998,Bahamas,2021-07-08,37,2021-08-08,21A.21B
2999,Suriname,2021-07-12,148,2021-10-07,21A.21B
3000,Azerbaijan,2021-07-14,1,2021-07-14,21A.21B
3001,Saint Lucia,2021-07-14,4,2021-07-26,21A.21B
3002,Equatorial Guinea,2021-07-17,14,2021-08-30,21A.21B
3003,Jamaica,2021-07-21,9,2021-07-23,21A.21B
3004,Saint Vincent and the Grenadines,2021-07-21,2,2021-08-08,21A.21B
3005,Brunei,2021-07-21,28,2021-08-17,21A.21B
3006,Grenada,2021-07-26,3,2021-07-26,21A.21B
3007,Dominican Republic,2021-07-27,7,2021-09-08,21A.21B
3008,Trinidad and Tobago,2021-07-30,3,2021-08-13,21A.21B
3009,El Salvador,2021-08-02,2,2021-08-02,21A.21B
3010,Egypt,2021-08-04,28,2021-09-04,21A.21B
3011,Gabon,2021-08-10,19,2021-09-30,21A.21B
3012,Mali,2021-08-11,1,2021-08-11,21A.21B
3013,Cameroon,2021-08-13,143,2021-09-28,21A.21B
3014,Kazakhstan,2021-08-17,44,2021-08-19,21A.21B
3015,Saint Barthélemy,2021-08-17,7,2021-09-21,21A.21B
3016,Cyprus,2021-08-28,1,2021-08-28,21A.21B
3017,Mongolia,2021-09-23,1,2021-09-23,21A.21B
3018,China,2019-10-22,8,2021-06-15,S.E484
3019,Sierra Leone,2020-01-14,23,2021-03-30,S.E484
3020,Japan,2020-02-01,8009,2021-11-08,S.E484
3021,India,2020-03-01,6665,2021-11-22,S.E484
3022,Denmark,2020-03-09,1957,2021-11-23,S.E484
3023,Canada,2020-03-10,17167,2021-10-27,S.E484
3024,USA,2020-03-15,71484,2021-11-20,S.E484
3025,Switzerland,2020-03-21,1355,2021-11-21,S.E484
3026,Spain,2020-03-31,4030,2021-11-19,S.E484
3027,Madagascar,2020-04-01,154,2021-04-26,S.E484
3028,Chile,2020-04-05,5288,2021-11-11,S.E484
3029,Guinea,2020-04-10,37,2021-07-07,S.E484
3030,France,2020-04-13,8829,2021-11-16,S.E484
3031,Brazil,2020-04-13,45920,2021-11-12,S.E484
3032,United Kingdom,2020-04-30,4078,2021-11-23,S.E484
3033,Sweden,2020-05-19,3670,2021-11-22,S.E484
3034,Colombia,2020-06-03,4335,2021-11-03,S.E484
3035,Italy,2020-06-15,3250,2021-11-19,S.E484
3036,Australia,2020-06-26,250,2021-11-12,S.E484
3037,Laos,2020-07-10,1,2020-07-10,S.E484
3038,Côte d'Ivoire,2020-07-15,73,2021-05-11,S.E484
3039,Germany,2020-07-16,5453,2021-11-09,S.E484
3040,Nigeria,2020-07-17,552,2021-10-10,S.E484
3041,South Africa,2020-07-18,6435,2021-11-20,S.E484
3042,Belarus,2020-07-28,2,2021-03-22,S.E484
3043,Russia,2020-08-11,699,2021-11-19,S.E484
3044,Mexico,2020-08-18,3262,2021-11-11,S.E484
3045,Zambia,2020-08-20,184,2021-06-04,S.E484
3046,Mozambique,2020-08-22,382,2021-10-07,S.E484
3047,Argentina,2020-08-22,2462,2021-11-15,S.E484
3048,Angola,2020-08-25,494,2021-07-29,S.E484
3049,United Arab Emirates,2020-08-28,54,2021-04-27,S.E484
3050,Peru,2020-08-28,2238,2021-11-05,S.E484
3051,Zimbabwe,2020-09-01,245,2021-08-17,S.E484
3052,Bolivia,2020-09-03,23,2021-06-02,S.E484
3053,Gambia,2020-09-22,16,2021-08-14,S.E484
3054,Latvia,2020-09-28,20,2021-07-01,S.E484
3055,Ghana,2020-09-30,335,2021-09-08,S.E484
3056,Kenya,2020-09-30,247,2021-10-15,S.E484
3057,Guatemala,2020-10-01,52,2021-10-06,S.E484
3058,Bahrain,2020-10-14,52,2021-11-11,S.E484
3059,Indonesia,2020-11-04,62,2021-11-23,S.E484
3060,Bangladesh,2020-11-04,407,2021-10-28,S.E484
3061,Netherlands,2020-11-07,1683,2021-11-11,S.E484
3062,Uganda,2020-11-09,72,2021-08-06,S.E484
3063,Belgium,2020-11-10,3667,2021-11-22,S.E484
3064,Eswatini,2020-11-13,32,2021-07-09,S.E484
3065,Botswana,2020-11-21,240,2021-10-26,S.E484
3066,Malawi,2020-11-25,254,2021-06-21,S.E484
3067,Pakistan,2020-11-26,85,2021-11-12,S.E484
3068,Ireland,2020-11-28,714,2021-11-19,S.E484
3069,Romania,2020-11-29,45,2021-10-25,S.E484
3070,Malaysia,2020-12-01,268,2021-11-05,S.E484
3071,Burkina Faso,2020-12-03,30,2021-04-23,S.E484
3072,Mauritius,2020-12-06,270,2021-10-24,S.E484
3073,Suriname,2020-12-13,472,2021-09-14,S.E484
3074,Norway,2020-12-14,628,2021-11-08,S.E484
3075,Singapore,2020-12-14,287,2021-07-10,S.E484
3076,Portugal,2020-12-15,441,2021-11-16,S.E484
3077,Lesotho,2020-12-16,15,2021-01-18,S.E484
3078,Philippines,2020-12-17,3289,2021-08-30,S.E484
3079,Israel,2020-12-17,305,2021-10-31,S.E484
3080,Finland,2020-12-19,1324,2021-08-12,S.E484
3081,Austria,2020-12-23,730,2021-10-26,S.E484
3082,Kuwait,2020-12-26,9,2021-06-05,S.E484
3083,South Korea,2020-12-26,2037,2021-09-21,S.E484
3084,Hong Kong,2020-12-27,108,2021-10-06,S.E484
3085,New Zealand,2020-12-29,39,2021-06-30,S.E484
3086,Qatar,2020-12-29,194,2021-08-29,S.E484
3087,Senegal,2020-12-29,23,2021-08-06,S.E484
3088,Venezuela,2021-01-01,26,2021-07-03,S.E484
3089,Egypt,2021-01-03,17,2021-10-22,S.E484
3090,Ecuador,2021-01-04,984,2021-11-17,S.E484
3091,Ukraine,2021-01-05,8,2021-09-16,S.E484
3092,Cameroon,2021-01-05,64,2021-09-17,S.E484
3093,Uruguay,2021-01-05,148,2021-04-14,S.E484
3094,Jordan,2021-01-07,24,2021-11-21,S.E484
3095,Luxembourg,2021-01-08,2182,2021-11-09,S.E484
3096,South Sudan,2021-01-08,48,2021-05-26,S.E484
3097,Rwanda,2021-01-11,56,2021-07-07,S.E484
